query_id,FP_ratio,(G-C)/(G-A),SP,filtering_time(ms),filtering_time(ms)(VEQ),verification_time(ms)(VEQ),VEQs_time(ms),query_time(ms),filtering_num,inclusion_num,Candidate_num,VEQs_Candidate_num,VEQs_filtering_num,answer_num,|G|,filter_time/filter_num
0,0.1706642066420664,0.47293447293447294,0.0,0.04816000,87.16750000,12.90770000,100.07520000,100.12336000,664,0,4336,3604.0,732.0,3596,5000,16.006300
1,0.01437578814627995,0.9478021978021978,0.0,0.06114400,96.93550000,12.21990000,109.15540000,109.21654400,1035,0,3965,3908.0,57.0,3908,5000,11.258121
2,0.1148771021992238,0.7188093730208993,0.0,0.05862000,89.45240000,11.07670000,100.52910000,100.58772000,1135,0,3865,3467.0,398.0,3421,5000,17.126383
3,0.08303161959932416,0.7135720233139051,0.0,0.05592500,96.50100000,13.09250000,109.59350000,109.64942500,857,0,4143,3821.0,322.0,3799,5000,12.210414
4,0.020005334755934915,0.9434389140271493,0.0,0.05361000,91.90180000,11.06710000,102.96890000,103.02251000,1251,0,3749,3674.0,75.0,3674,5000,14.420032
5,0.012919254658385093,0.9493670886075949,0.0,0.05462300,96.76930000,12.23260000,109.00190000,109.05652300,975,0,4025,3973.0,52.0,3973,5000,10.606883
6,0.16662798793223485,0.49041873669268987,0.0,0.04349200,88.45480000,13.54720000,102.00200000,102.04549200,691,0,4309,3657.0,652.0,3591,5000,15.175434
7,0.020164499867338818,0.9418515684774292,0.0,0.04265000,89.00520000,12.29630000,101.30150000,101.34415000,1231,0,3769,3693.0,76.0,3693,5000,14.677502
8,0.021691973969631236,0.9620184481823114,0.0,0.04512500,75.57110000,9.37081000,84.94191000,84.98703500,1773,0,3227,3157.0,70.0,3157,5000,24.373076
9,0.014705882352941176,0.9436485195797517,0.0,0.05775800,98.22850000,12.87180000,111.10030000,111.15805800,988,0,4012,3953.0,59.0,3953,5000,10.652557
10,0.11036443525458775,0.7259306803594352,0.0,0.04971300,90.24420000,11.49710000,101.74130000,101.79101300,1131,0,3869,3491.0,378.0,3442,5000,16.712090
11,0.02053499054309646,0.9447272727272727,0.0,0.04880100,90.02260000,10.80580000,100.82840000,100.87720100,1299,0,3701,3625.0,76.0,3625,5000,15.265667
12,0.014477211796246649,0.959214501510574,0.0,0.05481300,90.64860000,10.32460000,100.97320000,101.02801300,1270,0,3730,3676.0,54.0,3676,5000,14.597025
13,0.025030674846625765,0.9006815968841285,0.0,0.05670600,97.13710000,12.41200000,109.54910000,109.60580600,925,0,4075,3973.0,102.0,3973,5000,10.566517
14,0.023318605792832597,0.9069539666993144,0.0,0.04875100,99.49550000,12.89100000,112.38650000,112.43525100,926,0,4074,3979.0,95.0,3979,5000,10.256745
15,0.21333333333333335,0.3785385121790652,0.0,0.04048600,76.17360000,12.99590000,89.16950000,89.20998600,575,0,4425,3494.0,931.0,3481,5000,19.760127
16,0.00776023548300776,0.9775541795665634,0.0,0.05080600,86.47190000,12.26270000,98.73460000,98.78540600,1263,0,3737,3708.0,29.0,3708,5000,14.932496
17,0.014936519790888723,0.9424736337488016,0.0,0.05477200,97.72280000,12.55600000,110.27880000,110.33357200,983,0,4017,3957.0,60.0,3957,5000,10.667068
18,0.012794781736076268,0.952112676056338,0.0,0.05753800,97.89270000,12.21240000,110.10510000,110.16263800,1014,0,3986,3935.0,51.0,3935,5000,10.872868
19,0.1662806855025475,0.48714285714285716,0.0,0.06276700,90.02480000,12.91910000,102.94390000,103.00666700,682,0,4318,3657.0,661.0,3600,5000,14.907718
20,0.010776942355889725,0.9591642924976258,0.0,0.05726700,97.14170000,12.25830000,109.40000000,109.45726700,1010,0,3990,3947.0,43.0,3947,5000,10.833448
21,0.02894736842105263,0.916030534351145,0.0,0.05734700,90.83130000,9.97509000,100.80639000,100.86373700,1200,0,3800,3694.0,106.0,3690,5000,14.369231
22,0.027674294837679615,0.9227340267459139,0.0,0.06346900,85.26410000,9.04918000,94.31328000,94.37674900,1242,0,3758,3654.0,104.0,3654,5000,15.774503
23,0.013493253373313344,0.9486692015209125,0.0,0.06213600,101.07300000,12.60150000,113.67450000,113.73663600,998,0,4002,3948.0,54.0,3948,5000,10.401924
24,0.03509256700746063,0.9157824933687002,0.0,0.04237900,76.82810000,13.11990000,89.94800000,89.99037900,1381,0,3619,3492.0,127.0,3492,5000,19.617414
25,0.018159203980099504,0.9306742640075973,0.0,0.05453200,97.11100000,11.93770000,109.04870000,109.10323200,980,0,4020,3947.0,73.0,3947,5000,10.837176
26,0.00322061191626409,0.9906687402799378,0.0,0.04457400,77.52630000,8.25557000,85.78187000,85.82644400,1274,0,3726,3714.0,12.0,3714,5000,16.578387
27,0.018459069020866775,0.9481592787377912,0.0,0.04899200,92.41360000,10.48260000,102.89620000,102.94519200,1262,0,3738,3669.0,69.0,3669,5000,14.395011
28,0.0036701737215561535,0.9838362068965517,0.0,0.06164500,98.40480000,11.84240000,110.24720000,110.30884500,913,0,4087,4072.0,15.0,4072,5000,9.424530
29,0.01610305958132045,0.9550224887556222,0.0,0.05346000,90.95930000,10.71730000,101.67660000,101.73006000,1274,0,3726,3666.0,60.0,3666,5000,14.657285
30,0.0031715052451817514,0.9857768052516411,0.0,0.06103400,99.27940000,12.00870000,111.28810000,111.34913400,901,0,4099,4086.0,13.0,4086,5000,9.200685
31,0.01768368617683686,0.9327651515151515,0.0,0.06157500,95.99560000,12.04690000,108.04250000,108.10407500,985,0,4015,3944.0,71.0,3944,5000,10.993453
32,0.16261004660797515,0.6443941109852774,0.0,0.03390300,62.09390000,9.10698000,71.20088000,71.23478300,1138,0,3862,3234.0,628.0,3234,5000,28.425277
33,0.004861448711716091,0.977924944812362,0.0,0.06099400,92.80670000,11.04780000,103.85450000,103.91549400,886,0,4114,4094.0,20.0,4094,5000,9.755815
34,0.008495478213209099,0.9775687409551375,0.0,0.05410200,90.64940000,10.26990000,100.91930000,100.97340200,1351,0,3649,3618.0,31.0,3618,5000,15.236457
35,0.013899230578307272,0.9454722492697176,0.0,0.06291800,96.33110000,12.39240000,108.72350000,108.78641800,971,0,4029,3973.0,56.0,3973,5000,10.654188
36,0.011391375101708706,0.9690036900369003,0.0,0.05277900,94.02240000,10.81420000,104.83660000,104.88937900,1313,0,3687,3645.0,42.0,3645,5000,14.403374
37,0.0763671404480848,0.7281303602058319,0.0,0.05889000,101.90400000,14.01680000,115.92080000,115.97969000,849,0,4151,3848.0,303.0,3834,5000,11.298228
38,0.1179947978245448,0.6070866141732284,0.0,0.04690800,87.51380000,12.45420000,99.96800000,100.01490800,771,0,4229,3730.0,499.0,3730,5000,14.504223
39,0.016913319238900635,0.95,0.0,0.04986400,85.96500000,12.19180000,98.15680000,98.20666400,1216,0,3784,3720.0,64.0,3720,5000,14.881149
40,0.06634945810203542,0.8290190735694822,0.0,0.05397100,88.99950000,10.41830000,99.41780000,99.47177100,1217,0,3783,3542.0,241.0,3532,5000,16.372186
41,0.015488383712215838,0.9414542020774316,0.0,0.05359000,98.16560000,12.10450000,110.27010000,110.32369000,997,0,4003,3941.0,62.0,3941,5000,10.782007
42,0.02060270602706027,0.9630853994490358,0.0,0.05033400,77.74060000,8.65568000,86.39628000,86.44661400,1748,0,3252,3185.0,67.0,3185,5000,23.331768
43,0.019670388091440724,0.9435975609756098,0.0,0.05817900,92.51650000,10.82230000,103.33880000,103.39697900,1238,0,3762,3688.0,74.0,3688,5000,14.172342
44,0.027088679783290562,0.940176322418136,0.0,0.04948200,81.96320000,8.62195000,90.58515000,90.63463200,1493,0,3507,3412.0,95.0,3412,5000,19.362859
45,0.00776023548300776,0.9775541795665634,0.0,0.04899100,84.63950000,12.45580000,97.09530000,97.14429100,1263,0,3737,3708.0,29.0,3708,5000,15.255910
46,0.003430531732418525,0.984994640943194,0.0,0.06311800,95.86440000,11.00630000,106.87070000,106.93381800,919,0,4081,4067.0,14.0,4067,5000,9.726093
47,0.006923837784371909,0.9715447154471545,0.0,0.05455200,93.65260000,11.00880000,104.66140000,104.71595200,956,0,4044,4016.0,28.0,4016,5000,10.500799
