query_id,FP_ratio,(G-C)/(G-A),SP,filtering_time(ms),filtering_time(ms)(VEQ),verification_time(ms)(VEQ),VEQs_time(ms),query_time(ms),filtering_num,inclusion_num,Candidate_num,VEQs_Candidate_num,VEQs_filtering_num,answer_num,|G|,filter_time/filter_num
0,0.46153846153846156,0.7391304347826086,0.0,0.37260700,10.31500000,1.64644000,11.96144000,12.33404700,340,0,260,140.0,120.0,140,600,43.040505
1,0.8095238095238095,0.34615384615384615,0.0,0.82775900,30.90920000,2.75898000,33.66818000,34.49593900,180,0,420,100.0,320.0,80,600,15.754503
2,0.07692307692307693,0.9444444444444444,0.0,1.09791500,22.68880000,3.22737000,25.91617000,27.01408500,340,0,260,240.0,20.0,240,600,15.134498
3,0.5384615384615384,0.7083333333333334,0.0,1.14390200,19.04300000,2.09525000,21.13825000,22.28215200,340,0,260,120.0,140.0,120,600,23.777794
4,0.92,0.17857142857142858,0.0,0.59068600,58.06450000,3.40136000,61.46586000,62.05654600,100,0,500,60.0,440.0,40,600,9.206347
5,0.5,0.9655172413793104,0.0,0.37031300,1.30780000,1.20054000,2.50834000,2.87865300,560,0,40,20.0,20.0,20,600,345.626308
6,0.36363636363636365,0.8260869565217391,0.0,0.55868500,10.08050000,1.90476000,11.98526000,12.54394500,380,0,220,140.0,80.0,140,600,43.236395
7,0.9545454545454546,0.27586206896551724,0.0,0.84601400,18.15570000,3.41870000,21.57440000,22.42041400,160,0,440,40.0,400.0,20,600,29.471026
8,0.0,1.0,0.0,0.58955300,16.40500000,4.40773000,20.81273000,21.40228300,360,0,240,240.0,0.0,240,600,21.183258
9,0.8571428571428571,0.5714285714285714,0.0,0.83680700,10.24280000,2.68018000,12.92298000,13.75978700,320,0,280,40.0,240.0,40,600,50.543309
10,0.4,0.8333333333333334,0.0,0.89374300,4.18270000,1.71705000,5.89975000,6.79349300,400,0,200,120.0,80.0,120,600,94.554396
11,0.5555555555555556,0.16666666666666666,0.0,0.77243600,28.55790000,3.68703000,32.24493000,33.01736600,60,0,540,240.0,300.0,240,600,12.273981
12,0.88,0.18518518518518517,0.0,0.76646500,222.38700000,6.16725000,228.55425000,229.32071500,100,0,500,60.0,440.0,60,600,2.419859
13,0.7272727272727273,0.7037037037037037,0.0,0.90912100,7.10757000,2.04744000,9.15501000,10.06413100,380,0,220,60.0,160.0,60,600,67.359463
14,0.034482758620689655,0.5,0.0,0.43000500,629.29700000,44.03900000,673.33600000,673.76600500,20,0,580,560.0,20.0,560,600,0.063520
15,0.16666666666666666,0.9,0.0,1.32233500,28.49360000,2.36332000,30.85692000,32.17925500,360,0,240,200.0,40.0,200,600,13.415645
16,0.0,1.0,0.0,1.19700000,2.04176000,1.46479000,3.50655000,4.70355000,520,0,80,80.0,0.0,80,600,160.555274
17,0.7,0.7407407407407407,0.0,0.62576200,7.49960000,3.62823000,11.12783000,11.75359200,400,0,200,60.0,140.0,60,600,66.458577
18,0.5,0.8,0.0,0.59907100,8.70326000,1.41623000,10.11949000,10.71856100,400,0,200,100.0,100.0,100,600,53.749969
19,0.7391304347826086,0.2916666666666667,0.0,0.98952200,228.75900000,6.09262000,234.85162000,235.84114200,140,0,460,140.0,320.0,120,600,2.002189
20,0.3333333333333333,0.9230769230769231,0.0,0.71908600,6.35175000,1.46249000,7.81424000,8.53332600,480,0,120,80.0,40.0,80,600,73.541516
21,0.7727272727272727,0.32,0.0,0.78321600,193.97000000,2.71666000,196.68666000,197.46987600,160,0,440,120.0,320.0,100,600,2.464658
22,0.9166666666666666,0.6206896551724138,0.0,0.33036900,1.56207000,2.30952000,3.87159000,4.20195900,360,0,240,20.0,220.0,20,600,306.482798
23,0.8888888888888888,0.7241379310344828,0.0,0.71110100,2.53545000,3.56374000,6.09919000,6.81029100,420,0,180,20.0,160.0,20,600,178.651129
24,0.5,0.23529411764705882,0.0,0.82124700,262.23100000,9.64890000,271.87990000,272.70114700,80,0,520,280.0,240.0,260,600,1.216488
25,0.9473684210526315,0.3793103448275862,0.0,0.63446700,8.50919000,1.51026000,10.01945000,10.65391700,220,0,380,20.0,360.0,20,600,63.431951
26,0.37037037037037035,0.23076923076923078,0.0,0.50692900,250.99500000,9.18530000,260.18030000,260.68722900,60,0,540,340.0,200.0,340,600,1.033789
27,0.1,0.9523809523809523,0.0,0.94052100,20.67290000,3.54732000,24.22022000,25.16074100,400,0,200,180.0,20.0,180,600,19.432370
28,0.45454545454545453,0.7916666666666666,0.0,0.75888000,32.60820000,1.88846000,34.49666000,35.25554000,380,0,220,120.0,100.0,120,600,14.385436
29,0.9545454545454546,0.27586206896551724,0.0,0.81915300,18.27740000,2.97850000,21.25590000,22.07505300,160,0,440,40.0,400.0,20,600,29.324664
30,0.9565217391304348,0.2413793103448276,0.0,0.76596300,263.75300000,4.48424000,268.23724000,269.00320300,140,0,460,20.0,440.0,20,600,2.192659
31,0.5,0.23529411764705882,0.0,0.59074500,292.69500000,6.80467000,299.49967000,300.09041500,80,0,520,280.0,240.0,260,600,1.091086
32,0.7692307692307693,0.6296296296296297,0.0,1.02180300,162.00700000,2.24997000,164.25697000,165.27877300,340,0,260,60.0,200.0,60,600,3.312298
33,0.95,0.3448275862068966,0.0,0.59955200,37.04970000,8.74382000,45.79352000,46.39307200,200,0,400,40.0,360.0,20,600,14.874133
34,0.7272727272727273,0.3333333333333333,0.0,0.69690500,47.05850000,2.16688000,49.22538000,49.92228500,160,0,440,120.0,320.0,120,600,10.051218
