0,15
1,19
2,23
3,27
4,31
5,34
6,38
7,42
8,46
9,50
10,54
11,58
12,62
13,66
14,70
15,74
16,78
17,82
18,86
19,89
20,93
21,97
22,100
23,104
24,108
25,112
26,116
27,119
28,123
29,127
30,131
31,135
32,139
33,143
34,147
35,151
36,155
37,159
38,163
39,167
40,171
41,174
42,178
43,182
44,185
45,189
46,193
47,197
48,200
49,204
50,207
51,210
52,213
53,217
54,220
55,222
56,225
57,228
58,231
59,234
60,238
61,242
62,245
63,248
64,252
65,255
66,258
67,262
68,266
69,269
70,272
71,275
72,279
73,283
74,287
75,290
76,293
77,297
78,300
79,304
80,307
81,311
82,315
83,319
84,322
85,325
86,328
87,332
88,335
89,338
90,342
91,345
92,349
93,352
94,356
95,360
96,363
97,366
98,369
99,371
100,373
101,376
102,378
103,381
104,385
105,388
106,389
107,393
108,396
109,399
110,400
111,404
112,408
113,411
114,414
115,417
116,420
117,424
118,428
119,431
120,434
121,438
122,441
123,444
124,447
125,450
126,454
127,456
128,459
129,462
130,465
131,469
132,473
133,476
134,480
135,484
136,487
137,490
138,493
139,497
140,500
141,503
142,506
143,509
144,513
145,517
146,520
147,523
148,526
149,528
150,532
151,535
152,538
153,540
154,543
155,547
156,551
157,555
158,558
159,562
160,564
161,567
162,570
163,573
164,576
165,580
166,583
167,586
168,589
169,592
170,595
171,597
172,600
173,603
174,606
175,609
176,612
177,615
178,618
179,622
180,625
181,628
182,631
183,635
184,638
185,641
186,644
187,648
188,651
189,654
190,656
191,660
192,664
193,667
194,669
195,672
196,674
197,676
198,678
199,681
200,685
201,688
202,691
203,695
204,698
205,701
206,704
207,707
208,710
209,713
210,716
211,719
212,722
213,725
214,728
215,731
216,734
217,737
218,740
219,743
220,746
221,749
222,752
223,756
224,760
225,763
226,766
227,769
228,772
229,776
230,780
231,783
232,786
233,789
234,792
235,794
236,797
237,800
238,803
239,807
240,810
241,813
242,817
243,820
244,823
245,826
246,829
247,832
248,835
249,837
250,840
251,843
252,846
253,849
254,852
255,855
256,857
257,861
258,865
259,868
260,870
261,873
262,875
263,878
264,880
265,883
266,886
267,889
268,892
269,895
270,898
271,900
272,903
273,906
274,909
275,912
276,915
277,918
278,921
279,924
280,927
281,930
282,933
283,936
284,939
285,942
286,945
287,948
288,951
289,954
290,957
291,959
292,962
293,965
294,968
295,971
296,974
297,977
298,980
299,982
300,985
301,987
302,988
303,991
304,994
305,997
306,1000
307,1003
308,1006
309,1008
310,1012
311,1015
312,1018
313,1021
314,1024
315,1027
316,1030
317,1033
318,1036
319,1039
320,1042
321,1045
322,1048
323,1051
324,1054
325,1057
326,1060
327,1062
328,1065
329,1068
330,1070
331,1072
332,1074
333,1077
334,1080
335,1083
336,1086
337,1089
338,1091
339,1094
340,1097
341,1100
342,1103
343,1106
344,1109
345,1112
346,1115
347,1118
348,1121
349,1124
350,1127
351,1130
352,1133
353,1136
354,1137
355,1140
356,1143
357,1146
358,1148
359,1150
360,1152
361,1155
362,1158
363,1161
364,1164
365,1167
366,1170
367,1173
368,1176
369,1179
370,1182
371,1184
372,1187
373,1189
374,1192
375,1195
376,1198
377,1201
378,1204
379,1207
380,1210
381,1212
382,1215
383,1218
384,1221
385,1224
386,1227
387,1230
388,1233
389,1235
390,1238
391,1240
392,1243
393,1246
394,1248
395,1251
396,1254
397,1257
398,1260
399,1263
400,1266
401,1269
402,1272
403,1274
404,1277
405,1281
406,1284
407,1287
408,1290
409,1293
410,1296
411,1299
412,1302
413,1304
414,1307
415,1310
416,1313
417,1316
418,1318
419,1320
420,1322
421,1325
422,1328
423,1331
424,1334
425,1337
426,1340
427,1343
428,1346
429,1349
430,1351
431,1354
432,1357
433,1360
434,1363
435,1366
436,1369
437,1372
438,1375
439,1378
440,1381
441,1384
442,1387
443,1390
444,1393
445,1396
446,1399
447,1402
448,1405
449,1408
450,1411
451,1414
452,1416
453,1419
454,1422
455,1425
456,1428
457,1430
458,1433
459,1436
460,1439
461,1442
462,1445
463,1448
464,1451
465,1453
466,1456
467,1459
468,1462
469,1465
470,1468
471,1471
472,1474
473,1477
474,1480
475,1483
476,1485
477,1488
478,1491
479,1494
480,1497
481,1500
482,1503
483,1506
484,1508
485,1511
486,1514
487,1517
488,1520
489,1521
490,1523
491,1525
492,1528
493,1530
494,1533
495,1535
496,1538
497,1540
498,1543
499,1546
500,1548
501,1550
502,1553
503,1555
504,1558
505,1561
506,1564
507,1567
508,1570
509,1571
510,1574
511,1577
512,1580
513,1583
514,1586
515,1589
516,1592
517,1595
518,1598
519,1601
520,1604
521,1607
522,1610
523,1613
524,1616
525,1619
526,1621
527,1624
528,1627
529,1629
530,1632
531,1634
532,1637
533,1640
534,1642
535,1644
536,1647
537,1650
538,1653
539,1655
540,1658
541,1661
542,1663
543,1666
544,1668
545,1671
546,1674
547,1676
548,1679
549,1682
550,1685
551,1688
552,1691
553,1693
554,1696
555,1699
556,1702
557,1704
558,1707
559,1710
560,1713
561,1716
562,1719
563,1722
564,1725
565,1728
566,1731
567,1734
568,1736
569,1738
570,1741
571,1744
572,1746
573,1749
574,1752
575,1754
576,1756
577,1759
578,1761
579,1764
580,1766
581,1768
582,1771
583,1774
584,1777
585,1779
586,1782
587,1785
588,1788
589,1791
590,1794
591,1797
592,1800
593,1803
594,1806
595,1808
596,1811
597,1814
598,1817
599,1820
600,1823
601,1826
602,1829
603,1831
604,1834
605,1837
606,1840
607,1842
608,1845
609,1848
610,1851
611,1854
612,1857
613,1860
614,1863
615,1866
616,1869
617,1872
618,1875
619,1878
620,1881
621,1884
622,1887
623,1889
624,1891
625,1894
626,1897
627,1900
628,1902
629,1905
630,1908
631,1911
632,1913
633,1916
634,1919
635,1922
636,1925
637,1927
638,1930
639,1933
640,1936
641,1939
642,1941
643,1944
644,1947
645,1950
646,1953
647,1956
648,1959
649,1962
650,1965
651,1967
652,1970
653,1973
654,1976
655,1979
656,1981
657,1983
658,1985
659,1988
660,1990
661,1993
662,1996
663,1998
664,2001
665,2004
666,2006
667,2008
668,2011
669,2013
670,2016
671,2019
672,2021
673,2024
674,2027
675,2030
676,2033
677,2036
678,2038
679,2040
680,2043
681,2046
682,2049
683,2052
684,2055
685,2057
686,2060
687,2063
688,2065
689,2067
690,2070
691,2073
692,2076
693,2079
694,2082
695,2085
696,2087
697,2090
698,2093
699,2095
700,2098
701,2100
702,2103
703,2106
704,2108
705,2111
706,2113
707,2116
708,2119
709,2122
710,2125
711,2127
712,2129
713,2131
714,2133
715,2135
716,2138
717,2141
718,2144
719,2147
720,2150
721,2153
722,2156
723,2158
724,2161
725,2164
726,2167
727,2170
728,2173
729,2176
730,2179
731,2182
732,2185
733,2188
734,2191
735,2194
736,2197
737,2198
738,2200
739,2202
740,2205
741,2206
742,2208
743,2210
744,2213
745,2216
746,2219
747,2222
748,2225
749,2228
750,2230
751,2232
752,2234
753,2236
754,2237
755,2240
