query_id,FP_ratio,(G-C)/(G-A),SP,filtering_time(ms),filtering_time(ms)(VEQ),verification_time(ms)(VEQ),VEQs_time(ms),query_time(ms),filtering_num,inclusion_num,Candidate_num,VEQs_Candidate_num,VEQs_filtering_num,answer_num,|G|,filter_time/filter_num
0,0.0,1.0,0.0,0.66844100,0.03858200,1.08104000,1.11962200,1.78806300,39999,0,1,1.0,0.0,1,40000,56573.831403
1,0.9285714285714286,0.9996749918747969,0.0,0.59486300,0.13024100,1.13740000,1.26764100,1.86250400,39986,0,14,1.0,13.0,1,40000,55163.121428
2,0.8888888888888888,0.999799994999875,0.0,0.65599800,0.07193400,1.08378000,1.15571400,1.81171200,39991,0,9,1.0,8.0,1,40000,54948.813900
3,0.9996315401621223,0.9321733043326084,0.0,0.60921100,14.09860000,1.06092000,15.15952000,15.76873100,37286,0,2714,1.0,2713.0,1,40000,2719.575333
4,0.8,0.9997999899994999,0.0,0.60089500,0.08942800,1.04580000,1.13522800,1.73612300,39990,0,10,2.0,8.0,2,40000,57940.992840
5,0.9880952380952381,0.9916991699169917,0.0,0.64469600,1.84799000,1.09366000,2.94165000,3.58634600,39664,0,336,4.0,332.0,4,40000,16045.342253
6,0.0,1.0,0.0,0.81220000,0.03442500,1.04287000,1.07729500,1.88949500,39999,0,1,1.0,0.0,1,40000,47245.238447
7,0.5,0.9999749993749844,0.0,0.62818600,0.04158800,1.04336000,1.08494800,1.71313400,39998,0,2,1.0,1.0,1,40000,59720.144407
8,0.9997397188964081,0.9039725993149829,0.0,0.54323700,23.80460000,1.35012000,25.15472000,25.69795700,36158,0,3842,10.0,3832.0,1,40000,1642.445692
9,0.9428571428571428,0.9991749587479374,0.0,0.56926600,0.13690500,1.25475000,1.39165500,1.96092100,39965,0,35,2.0,33.0,2,40000,56640.672019
10,0.0,1.0,0.0,0.58998400,0.03886300,1.13854000,1.17740300,1.76738700,39999,0,1,1.0,0.0,1,40000,63606.886890
11,0.0,1.0,0.0,0.59634600,0.07824700,1.13107000,1.20931700,1.80566300,39996,0,4,4.0,0.0,4,40000,59289.082454
12,0.5,0.9999749993749844,0.0,0.90492900,0.05199700,1.07975000,1.13174700,2.03667600,39998,0,2,1.0,1.0,1,40000,41799.470387
13,0.9722222222222222,0.9982499124956248,0.0,0.77325200,0.32425900,1.09230000,1.41655900,2.18981100,39928,0,72,2.0,70.0,2,40000,36444.281652
14,0.0,1.0,0.0,0.60547300,0.05586500,1.09817000,1.15403500,1.75950800,39998,0,2,2.0,0.0,2,40000,60480.419997
15,0.0,1.0,0.0,0.73228100,0.03304200,1.11218000,1.14522200,1.87750300,39999,0,1,1.0,0.0,1,40000,52264.207400
16,0.0,1.0,0.0,0.57591800,0.05661600,1.06657000,1.12318600,1.69910400,39999,0,1,1.0,0.0,1,40000,63236.126437
17,0.0,1.0,0.0,0.53952000,0.03929400,1.05109000,1.09038400,1.62990400,39999,0,1,1.0,0.0,1,40000,69105.101121
18,0.8571428571428571,0.9998499962499062,0.0,0.68740600,0.04987200,1.06158000,1.11145200,1.79885800,39993,0,7,1.0,6.0,1,40000,54252.263054
19,0.9090909090909091,0.9997499937498437,0.0,0.72554800,0.07560300,1.11910000,1.19470300,1.92025100,39989,0,11,1.0,10.0,1,40000,49926.917647
20,0.9787234042553191,0.9953995399539954,0.0,0.85633300,1.04569000,1.09672000,2.14241000,2.99874300,39812,0,188,4.0,184.0,4,40000,21028.136884
21,0.5,0.9999749993749844,0.0,0.57531700,0.04730800,1.09135000,1.13865800,1.71397500,39998,0,2,1.0,1.0,1,40000,64242.521582
22,0.8,0.9998999974999375,0.0,0.63381600,0.11615800,1.05707000,1.17322800,1.80704400,39995,0,5,1.0,4.0,1,40000,53333.848907
23,0.0,1.0,0.0,0.39113200,0.04984400,1.06099000,1.11083400,1.50196600,39999,0,1,1.0,0.0,1,40000,90705.616632
24,0.6,0.9999249962498125,0.0,0.68407000,0.06465100,1.05994000,1.12459100,1.80866100,39995,0,5,2.0,3.0,2,40000,53421.768589
25,0.975609756097561,0.998999974999375,0.0,0.58293100,0.31694300,1.06744000,1.38438300,1.96731400,39959,0,41,1.0,40.0,1,40000,44449.556271
26,0.9583333333333334,0.9994249856246407,0.0,0.60264800,0.13962900,1.19191000,1.33153900,1.93418700,39976,0,24,1.0,23.0,1,40000,53886.891282
27,0.5,0.9998749843730467,0.0,0.79155100,0.11747000,1.08895000,1.20642000,1.99797100,39990,0,10,5.0,5.0,5,40000,43997.883437
28,0.9882352941176471,0.9957997899894995,0.0,0.70194400,0.78378600,1.36833000,2.15211600,2.85406000,39830,0,170,2.0,168.0,2,40000,26921.446023
29,0.0,1.0,0.0,0.62926800,0.03670900,1.09540000,1.13210900,1.76137700,39999,0,1,1.0,0.0,1,40000,60060.632725
30,0.0,1.0,0.0,0.56058900,0.03943400,1.11217000,1.15160400,1.71219300,39999,0,1,1.0,0.0,1,40000,66662.444606
31,0.5333333333333333,0.9997999649938739,0.0,0.97293100,0.36879300,1.14916000,1.51795300,2.49088400,39985,0,15,7.0,8.0,7,40000,29807.173457
32,0.9444444444444444,0.9995749893747343,0.0,0.66859200,0.08660400,1.05291000,1.13951400,1.80810600,39982,0,18,1.0,17.0,1,40000,52965.058078
33,0.9914529914529915,0.9883988398839884,0.0,0.63447800,1.57797000,1.11845000,2.69642000,3.33089800,39532,0,468,4.0,464.0,4,40000,18077.713013
34,0.0,1.0,0.0,0.97726900,0.03409300,1.07624000,1.11033300,2.08760200,39999,0,1,1.0,0.0,1,40000,39549.637024
35,0.991869918699187,0.9969499237480937,0.0,0.64941600,0.49627000,1.10039000,1.59666000,2.24607600,39877,0,123,1.0,122.0,1,40000,34912.707321
36,0.7894736842105263,0.9996249624962497,0.0,0.71524900,0.30227600,1.03757000,1.33984600,2.05509500,39981,0,19,4.0,15.0,4,40000,39307.142331
37,0.7142857142857143,0.9998749937496875,0.0,0.60213700,0.11490400,1.08354000,1.19844400,1.80058100,39993,0,7,2.0,5.0,2,40000,55782.026411
38,0.3333333333333333,0.9999749987499374,0.0,0.61937900,0.07999900,4.01384000,4.09383900,4.71321800,39997,0,3,2.0,1.0,2,40000,57190.818127
39,0.0,1.0,0.0,0.73733000,0.03745000,1.27359000,1.31104000,2.04837000,39999,0,1,1.0,0.0,1,40000,51626.268102
40,0.992822966507177,0.9896242218166362,0.0,0.63924700,1.19518000,1.15434000,2.34952000,2.98876700,39582,0,418,3.0,415.0,3,40000,21803.538653
41,0.6666666666666666,0.9999499987499687,0.0,0.41583800,0.05424200,1.05796000,1.11220200,1.52804000,39997,0,3,1.0,2.0,1,40000,85089.771954
42,0.6666666666666666,0.9999499987499687,0.0,0.53067400,0.04523400,1.08339000,1.12862400,1.65929800,39997,0,3,1.0,2.0,1,40000,69453.801649
43,0.5,0.9999749993749844,0.0,0.47490400,0.03544600,1.04458000,1.08002600,1.55493000,39998,0,2,1.0,1.0,1,40000,78375.624571
44,0.967391304347826,0.9977748331124834,0.0,0.63900600,0.48197600,1.21557000,1.69754600,2.33655200,39908,0,92,3.0,89.0,3,40000,35680.323145
