query_id,FPratio,FP2,filtering_time(ms),verification_time(ms),query_time(ms),|G|,C,A
0,0.0,1.0,7.96759000,5.83006000,13.79770000,600,20.0,20.0
1,0.0,1.0,33.91260000,4.97069000,38.88330000,600,60.0,60.0
2,0.0,1.0,34.18820000,3.35161000,37.53980000,600,20.0,20.0
3,0.0,1.0,32.22020000,7.80934000,40.02950000,600,60.0,60.0
4,0.0,1.0,7.16544000,3.03284000,10.19830000,600,20.0,20.0
5,0.0,1.0,38.14860000,3.96805000,42.11670000,600,60.0,60.0
6,0.0,1.0,4.94634000,3.53986000,8.48620000,600,20.0,20.0
7,0.0,1.0,3.31779000,10.26870000,13.58650000,600,20.0,20.0
8,0.0,1.0,29.82190000,3.73115000,33.55300000,600,20.0,20.0
9,0.0,1.0,2.23075000,3.36245000,5.59320000,600,20.0,20.0
10,0.0,1.0,2.81820000,3.01044000,5.82864000,600,20.0,20.0
11,0.0,1.0,32.61080000,7.12561000,39.73650000,600,20.0,20.0
12,0.0,1.0,74.70600000,4.08285000,78.78890000,600,20.0,20.0
13,0.0,1.0,324.58300000,4.32485000,328.90800000,600,60.0,60.0
14,0.0,1.0,340.61300000,3.79087000,344.40400000,600,20.0,20.0
15,0.0,1.0,15.92510000,4.48073000,20.40580000,600,60.0,60.0
16,0.0,1.0,30.83620000,4.34317000,35.17940000,600,60.0,60.0
17,0.0,1.0,2.45005000,3.13309000,5.58313000,600,20.0,20.0
18,0.0,1.0,5.70417000,7.48931000,13.19350000,600,20.0,20.0
19,0.0,1.0,250.08500000,3.67112000,253.75600000,600,20.0,20.0
20,0.0,1.0,78.07810000,3.35590000,81.43400000,600,20.0,20.0
21,0.0,1.0,5.11028000,3.28776000,8.39804000,600,20.0,20.0
22,0.0,1.0,347.58100000,8.88501000,356.46600000,600,60.0,60.0
23,0.0,1.0,9.09821000,3.50379000,12.60200000,600,20.0,20.0
24,0.0,1.0,6.17536000,3.06911000,9.24447000,600,40.0,40.0
25,0.0,1.0,8.57933000,6.87248000,15.45180000,600,20.0,20.0
26,0.0,1.0,31.31650000,3.59218000,34.90860000,600,20.0,20.0
27,0.25,0.9629629629629629,416.31000000,7.85627000,424.16700000,600,80.0,60.0
28,0.0,1.0,11.16860000,9.74314000,20.91170000,600,20.0,20.0
29,0.0,1.0,6.63868000,3.14598000,9.78467000,600,20.0,20.0
30,0.0,1.0,6.65465000,3.45170000,10.10640000,600,20.0,20.0
31,0.0,1.0,9.39545000,2.96223000,12.35770000,600,20.0,20.0
32,0.0,1.0,331.55900000,8.41751000,339.97700000,600,20.0,20.0
33,0.0,1.0,15.36820000,3.82865000,19.19680000,600,20.0,20.0
34,0.0,1.0,27.78850000,3.76306000,31.55150000,600,60.0,60.0
35,0.0,1.0,8.92132000,3.54438000,12.46570000,600,60.0,60.0
36,0.0,1.0,19.32730000,22.57570000,41.90290000,600,60.0,60.0
37,0.0,1.0,245.87800000,4.43512000,250.31300000,600,60.0,60.0
38,0.0,1.0,353.94400000,4.54725000,358.49200000,600,20.0,20.0
39,0.0,1.0,11.87960000,9.03063000,20.91020000,600,20.0,20.0
40,0.0,1.0,9.63852000,3.26397000,12.90250000,600,40.0,40.0
41,0.0,1.0,10.89810000,2.94697000,13.84500000,600,20.0,20.0
42,0.0,1.0,29.76540000,3.27008000,33.03550000,600,20.0,20.0
43,0.0,1.0,33.67460000,9.05712000,42.73170000,600,20.0,20.0
44,0.0,1.0,382.07000000,3.61761000,385.68800000,600,20.0,20.0
45,0.0,1.0,15.05990000,3.25771000,18.31770000,600,20.0,20.0
46,0.0,1.0,10.82270000,6.89193000,17.71460000,600,20.0,20.0
47,0.0,1.0,49.45630000,3.85965000,53.31590000,600,20.0,20.0
48,0.0,1.0,3.35789000,3.17989000,6.53778000,600,20.0,20.0
49,0.0,1.0,16.14850000,3.61877000,19.76720000,600,20.0,20.0
50,0.0,1.0,6.83115000,7.56822000,14.39940000,600,20.0,20.0
51,0.0,1.0,7.33839000,3.20297000,10.54140000,600,20.0,20.0
52,0.0,1.0,73.87190000,4.30666000,78.17860000,600,20.0,20.0
53,0.0,1.0,76.26910000,3.94370000,80.21280000,600,20.0,20.0
54,0.0,1.0,104.44300000,8.75950000,113.20200000,600,20.0,20.0
55,0.0,1.0,16.21210000,4.38289000,20.59500000,600,20.0,20.0
56,0.0,1.0,324.29300000,4.91464000,329.20700000,600,20.0,20.0
57,0.0,1.0,349.57200000,3.76629000,353.33800000,600,20.0,20.0
58,0.0,1.0,14.79720000,3.24170000,18.03890000,600,20.0,20.0
59,0.0,1.0,16.29890000,3.46795000,19.76680000,600,20.0,20.0
60,0.0,1.0,26.53450000,3.26242000,29.79690000,600,20.0,20.0
61,0.0,1.0,6.75009000,7.44563000,14.19570000,600,20.0,20.0
62,0.0,1.0,244.34500000,3.83732000,248.18300000,600,20.0,20.0
63,0.0,1.0,61.07230000,3.40610000,64.47840000,600,20.0,20.0
64,0.0,1.0,21.76910000,3.60211000,25.37120000,600,20.0,20.0
65,0.0,1.0,9.03161000,8.88502000,17.91660000,600,40.0,40.0
66,0.0,1.0,4.62965000,3.41689000,8.04654000,600,20.0,20.0
67,0.0,1.0,7.64170000,3.17060000,10.81230000,600,20.0,20.0
68,0.0,1.0,8.88043000,2.95273000,11.83320000,600,20.0,20.0
69,0.0,1.0,4.90770000,9.78100000,14.68870000,600,20.0,20.0
70,0.0,1.0,5.83202000,3.61373000,9.44575000,600,20.0,20.0
71,0.0,1.0,30.35440000,3.65218000,34.00660000,600,20.0,20.0
72,0.0,1.0,8.77417000,3.49974000,12.27390000,600,40.0,40.0
73,0.0,1.0,6.49222000,7.64591000,14.13810000,600,20.0,20.0
74,0.0,1.0,31.88310000,3.68828000,35.57140000,600,20.0,20.0
75,0.0,1.0,20.95240000,3.94138000,24.89380000,600,20.0,20.0
76,0.0,1.0,29.71720000,3.60510000,33.32230000,600,20.0,20.0
77,0.0,1.0,247.26100000,10.55060000,257.81200000,600,20.0,20.0
78,0.0,1.0,367.41000000,4.99483000,372.40500000,600,60.0,60.0
79,0.0,1.0,72.34860000,3.38776000,75.73630000,600,20.0,20.0
80,0.0,1.0,382.30900000,9.62205000,391.93100000,600,60.0,60.0
81,0.0,1.0,9.77170000,3.74361000,13.51530000,600,20.0,20.0
82,0.0,1.0,4.24950000,3.17072000,7.42022000,600,20.0,20.0
83,0.0,1.0,9.93783000,3.27631000,13.21410000,600,40.0,40.0
