query_id,FPratio,FP2,filtering_time(ms),verification_time(ms),query_time(ms),|G|,C,A
0,0.0,1.0,6.53067000,0.87777700,7.40845000,200,152.0,152.0
1,0.0,1.0,3.76461000,0.53827200,4.30288000,200,80.0,80.0
2,0.0,1.0,1.54363000,0.48019000,2.02382000,200,56.0,56.0
3,0.0,1.0,2.58461000,0.50367500,3.08828000,200,92.0,92.0
4,0.0,1.0,1.19513000,0.43115600,1.62628000,200,44.0,44.0
5,0.0,1.0,3.75169000,2.31411000,6.06580000,200,152.0,152.0
6,0.0,1.0,2.32791000,0.91125100,3.23916000,200,88.0,88.0
7,0.0,1.0,5.39452000,0.68414500,6.07866000,200,148.0,148.0
8,0.0,1.0,6.70577000,0.65404800,7.35982000,200,140.0,140.0
9,0.0,1.0,4.07227000,0.57821900,4.65049000,200,108.0,108.0
10,0.0,1.0,3.56156000,0.87226700,4.43382000,200,108.0,108.0
11,0.0,1.0,4.97005000,0.60586500,5.57591000,200,140.0,140.0
12,0.0,1.0,4.10363000,0.60213900,4.70577000,200,128.0,128.0
13,0.0,1.0,3.68538000,0.56726100,4.25265000,200,108.0,108.0
14,0.0,1.0,4.15488000,0.59478100,4.74966000,200,136.0,136.0
15,0.0,1.0,0.77101800,1.10753000,1.87855000,200,24.0,24.0
16,0.0,1.0,3.49378000,0.63984600,4.13363000,200,144.0,144.0
17,0.0,1.0,2.42855000,0.47200500,2.90056000,200,76.0,76.0
18,0.0,1.0,12.62690000,0.80857700,13.43550000,200,184.0,184.0
19,0.0,1.0,8.82161000,0.70764800,9.52926000,200,184.0,184.0
20,0.0,1.0,2.52711000,0.47631100,3.00342000,200,80.0,80.0
21,0.0,1.0,2.79756000,0.61307600,3.41064000,200,108.0,108.0
22,0.0,1.0,2.88581000,0.55179800,3.43761000,200,112.0,112.0
23,0.0,1.0,4.73656000,0.60689700,5.34346000,200,132.0,132.0
24,0.0,1.0,5.54012000,0.62381600,6.16394000,200,144.0,144.0
25,0.0,1.0,2.44586000,0.96161700,3.40748000,200,84.0,84.0
26,0.0,1.0,3.26082000,0.56158800,3.82241000,200,112.0,112.0
27,0.0,1.0,2.28622000,0.51855200,2.80478000,200,92.0,92.0
28,0.0,1.0,2.12151000,0.46464200,2.58615000,200,68.0,68.0
29,0.0,1.0,7.66591000,0.68656500,8.35248000,200,168.0,168.0
30,0.0,1.0,1.45169000,0.46050300,1.91219000,200,68.0,68.0
31,0.0,1.0,2.44872000,0.51878200,2.96750000,200,92.0,92.0
32,0.0,1.0,5.58840000,0.56577300,6.15417000,200,128.0,128.0
33,0.0,1.0,2.06869000,0.47322200,2.54191000,200,88.0,88.0
34,0.0,1.0,4.30116000,0.58379800,4.88496000,200,132.0,132.0
35,0.0,1.0,3.99882000,1.08429000,5.08311000,200,132.0,132.0
36,0.0,1.0,3.65099000,0.54158700,4.19258000,200,100.0,100.0
37,0.0,1.0,3.26780000,0.56787500,3.83568000,200,112.0,112.0
38,0.0,1.0,5.79503000,0.65231800,6.44735000,200,144.0,144.0
39,0.0,1.0,3.81185000,0.54381900,4.35567000,200,120.0,120.0
