query_id,FPratio,FP2,filtering_time(ms),verification_time(ms),query_time(ms),|G|,C,A
0,0.0,1.0,1.23566000,0.73930700,1.97497000,1500,16.0,16.0
1,0.0,1.0,0.59138400,1.05409000,1.64547000,1500,4.0,4.0
2,0.0,1.0,0.30628600,2.06257000,2.36885000,1500,1.0,1.0
3,0.0,1.0,0.63162000,0.71348800,1.34511000,1500,6.0,6.0
4,0.0,1.0,1.09968000,0.48514800,1.58482000,1500,15.0,15.0
5,0.0,1.0,0.64700800,0.78730600,1.43431000,1500,3.0,3.0
6,0.0,1.0,0.59859400,0.67913200,1.27773000,1500,5.0,5.0
7,0.0,1.0,0.46464400,1.13664000,1.60129000,1500,1.0,1.0
8,0.0,1.0,0.26488000,0.92350100,1.18838000,1500,1.0,1.0
9,0.0,1.0,0.32793500,0.95534100,1.28328000,1500,1.0,1.0
10,0.5,0.9993328885923949,0.41496300,3.31188000,3.72684000,1500,2.0,1.0
11,0.0,1.0,0.36954800,0.80721300,1.17676000,1500,2.0,2.0
12,0.0,1.0,0.55670700,2.40780000,2.96451000,1500,1.0,1.0
13,0.0,1.0,1.36172000,0.77391900,2.13564000,1500,17.0,17.0
14,0.0,1.0,1.27256000,0.69409100,1.96665000,1500,16.0,16.0
15,0.0,1.0,0.76893400,0.78517400,1.55411000,1500,8.0,8.0
16,0.5,0.9993328885923949,0.36138400,379.44400000,379.80600000,1500,2.0,1.0
17,0.0,1.0,0.26127900,1.12326000,1.38454000,1500,1.0,1.0
18,0.0,1.0,0.32272900,1.13975000,1.46248000,1500,1.0,1.0
19,0.0,1.0,0.43649500,0.96256400,1.39906000,1500,2.0,2.0
20,0.33333,0.9993324432576769,0.43762200,1.00373000,1.44136000,1500,3.0,2.0
21,0.0,1.0,0.35836500,1.97830000,2.33666000,1500,2.0,2.0
22,0.0,1.0,0.37361500,1.16583000,1.53944000,1500,2.0,2.0
23,0.0,1.0,0.66761700,0.68845000,1.35607000,1500,5.0,5.0
24,0.0,1.0,0.80605400,0.60548600,1.41154000,1500,9.0,9.0
25,0.0,1.0,0.34139500,0.96551000,1.30690000,1500,1.0,1.0
26,0.0,1.0,0.78692800,0.78604300,1.57297000,1500,7.0,7.0
27,0.0,1.0,0.47418000,0.98242200,1.45660000,1500,1.0,1.0
28,0.0,1.0,0.21490900,0.82227100,1.03718000,1500,1.0,1.0
29,0.33333,0.9993324432576769,0.73018000,0.97244400,1.70262000,1500,3.0,2.0
30,0.0,1.0,0.50310700,0.98183100,1.48494000,1500,2.0,2.0
31,0.0,1.0,0.85731800,0.77858100,1.63590000,1500,9.0,9.0
32,0.0,1.0,0.24027500,0.64034000,0.88061500,1500,1.0,1.0
33,0.0,1.0,0.63053400,0.86012300,1.49066000,1500,5.0,5.0
34,0.25,0.9993319973279893,0.51084400,1.25746000,1.76830000,1500,4.0,3.0
35,0.0,1.0,1.52682000,0.58764300,2.11446000,1500,20.0,20.0
36,0.0,1.0,1.18787000,0.66690000,1.85477000,1500,14.0,14.0
37,0.33333,0.9993324432576769,0.59913200,1.22328000,1.82242000,1500,3.0,2.0
38,0.0,1.0,0.64032800,0.85875100,1.49908000,1500,5.0,5.0
39,0.0,1.0,0.59093400,0.71068100,1.30162000,1500,4.0,4.0
40,0.0,1.0,1.05250000,0.95237600,2.00487000,1500,9.0,9.0
41,0.0,1.0,0.52880200,0.82313500,1.35194000,1500,4.0,4.0
42,0.16667,0.9993311036789297,0.93144700,1.25920000,2.19065000,1500,6.0,5.0
43,0.0,1.0,1.05942000,0.50370200,1.56312000,1500,15.0,15.0
44,0.0,1.0,1.27167000,0.69667600,1.96834000,1500,15.0,15.0
45,0.0,1.0,0.44154800,0.98280300,1.42435000,1500,2.0,2.0
46,0.0,1.0,0.91265500,0.45481200,1.36747000,1500,12.0,12.0
47,0.0,1.0,0.45993600,0.72134300,1.18128000,1500,2.0,2.0
48,0.0,1.0,0.32845800,0.67325200,1.00171000,1500,1.0,1.0
49,0.0,1.0,1.32800000,0.67219700,2.00020000,1500,17.0,17.0
50,0.0,1.0,0.55240600,0.69336000,1.24577000,1500,4.0,4.0
51,0.0,1.0,0.83961700,0.84564500,1.68526000,1500,6.0,6.0
52,0.0,1.0,0.29532500,1.16364000,1.45897000,1500,1.0,1.0
53,0.0,1.0,1.13599000,0.67028800,1.80628000,1500,14.0,14.0
54,0.0,1.0,0.18253900,0.94698500,1.12952000,1500,1.0,1.0
55,0.0,1.0,1.44890000,0.68061700,2.12952000,1500,18.0,18.0
56,0.0,1.0,0.33301800,0.83466400,1.16768000,1500,2.0,2.0
57,0.0,1.0,0.82648800,1.15786000,1.98435000,1500,5.0,5.0
58,0.0,1.0,0.30251200,0.95588200,1.25839000,1500,1.0,1.0
59,0.0,1.0,0.87803600,0.79502200,1.67306000,1500,8.0,8.0
60,0.0,1.0,0.67041400,3.98043000,4.65085000,1500,1.0,1.0
61,0.0,1.0,1.23305000,0.68581800,1.91887000,1500,16.0,16.0
62,0.0,1.0,0.13413200,0.77605500,0.91018700,1500,1.0,1.0
63,0.0,1.0,0.46461200,0.70724500,1.17186000,1500,3.0,3.0
64,0.0,1.0,0.51373100,0.66871400,1.18245000,1500,5.0,5.0
65,0.0,1.0,0.27389000,0.94906900,1.22296000,1500,1.0,1.0
66,0.0,1.0,0.22145700,1.16352000,1.38498000,1500,1.0,1.0
67,0.0,1.0,0.40496800,0.67110800,1.07608000,1500,1.0,1.0
68,0.0,1.0,0.65348100,0.43328100,1.08676000,1500,6.0,6.0
69,0.0,1.0,0.31332400,0.97112100,1.28445000,1500,1.0,1.0
70,0.0,1.0,0.26581900,1.10982000,1.37564000,1500,1.0,1.0
71,0.0,1.0,0.55387000,22.68650000,23.24030000,1500,2.0,2.0
72,0.0,1.0,0.43070100,0.99785100,1.42855000,1500,1.0,1.0
73,0.0,1.0,0.54143100,0.52197700,1.06341000,1500,5.0,5.0
74,0.0,1.0,0.63053800,0.72397700,1.35452000,1500,5.0,5.0
75,0.0,1.0,0.35831500,1.76406000,2.12237000,1500,1.0,1.0
76,0.0,1.0,0.56345900,0.71463000,1.27809000,1500,5.0,5.0
77,0.0,1.0,1.09538000,0.56090000,1.65628000,1500,14.0,14.0
78,0.0,1.0,0.59681400,0.85927900,1.45609000,1500,5.0,5.0
79,0.0,1.0,0.69304000,0.68211000,1.37515000,1500,5.0,5.0
80,0.0,1.0,0.24291800,0.59845200,0.84137000,1500,1.0,1.0
81,0.0,1.0,0.34807700,0.81235300,1.16043000,1500,2.0,2.0
82,0.33333,0.9993324432576769,0.50252700,1.12880000,1.63132000,1500,3.0,2.0
83,0.0,1.0,0.87249600,0.44049600,1.31299000,1500,11.0,11.0
84,0.0,1.0,0.31697900,1.31628000,1.63326000,1500,1.0,1.0
